Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"Ports.ifInOctets-07","1.3.6.1.2.1.2.2.1.10.10007","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-08","1.3.6.1.2.1.2.2.1.10.10008","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-09","1.3.6.1.2.1.2.2.1.10.10101","DWord","","RO","1000","","","","","","","","","","МНС-2.ШС Коммутатор L3 (рез.)",""
"Ports.ifInOctets-10","1.3.6.1.2.1.2.2.1.10.10102","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-01","1.3.6.1.2.1.2.2.1.8.10001","Long","","RO","1000","","","","","","","","","","МНС-2.КЦ. КЦ основной А1.3/2",""
"Ports.ifOperStatus-02","1.3.6.1.2.1.2.2.1.8.10002","Long","","RO","1000","","","","","","","","","","МНС-2.КЦ. КК резервный А4.1/2",""
"Ports.ifOperStatus-03","1.3.6.1.2.1.2.2.1.8.10003","Long","","RO","1000","","","","","","","","","","МНС-2.КЦ. КЦ резервный А2.3/2",""
"Ports.ifOperStatus-04","1.3.6.1.2.1.2.2.1.8.10004","Long","","RO","1000","","","","","","","","","","МНС-2.САР Коммутатор ВУ (рез.) А9/2",""
"Ports.ifOperStatus-05","1.3.6.1.2.1.2.2.1.8.10005","Long","","RO","1000","","","","","","","","","","МНС-2.КЦ АРМ оператора МНС-2 (рез.) А7/2",""
"Ports.ifOperStatus-06","1.3.6.1.2.1.2.2.1.8.10006","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-07","1.3.6.1.2.1.2.2.1.8.10007","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-08","1.3.6.1.2.1.2.2.1.8.10008","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-09","1.3.6.1.2.1.2.2.1.8.10101","Long","","RO","1000","","","","","","","","","","МНС-2.ШС Коммутатор L3 (рез.)",""
"Ports.ifOperStatus-10","1.3.6.1.2.1.2.2.1.8.10102","Long","","RO","1000","","","","","","","","","","резерв",""
"State.CPULoad","1.3.6.1.4.1.9.2.1.56.0","Word","","RO","2000","","","","","","","","","","Загрузка CPU",""
"State.CPUTemp","1.3.6.1.4.1.9.9.13.1.3.1.3.1007","DWord","","RO","2000","","","","","","","","","","Температура процессора",""
"State.PowerState1","1.3.6.1.4.1.9.9.13.1.5.1.3.1005","Long","","RO","2000","","","","","","","","","","Состояние ввода питания №1",""
"State.PowerState2","1.3.6.1.4.1.9.9.13.1.5.1.3.1006","Long","","RO","2000","","","","","","","","","","Состояние ввода питания №2",""
"Property.FW","1.3.6.1.4.1.9.5.1.3.1.1.19.1","String","","RO","2000","","","","","","","","","","Версия прошивки",""
"Property.IP","1.3.6.1.2.1.4.20.1.1[1]","String","","RO","2000","","","","","","","","","","IP адресс",""
"Property.Mask","1.3.6.1.2.1.4.20.1.3[1]","String","","RO","2000","","","","","","","","","","Маска",""
"Property.Name","1.3.6.1.4.1.9.5.1.3.1.1.17.1","String","","RO","2000","","","","","","","","","","Наименование устройства",""
"Property.sysUpTime","1.3.6.1.2.1.1.3.0","Long","","RO","2000","","","","","","","","","","Время работы",""
