Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"Ports.ifInOctets-13","1.3.6.1.2.1.2.2.1.10.20","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-14","1.3.6.1.2.1.2.2.1.10.21","DWord","","RO","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (осн.) А8/8",""
"Ports.ifInOctets-15","1.3.6.1.2.1.2.2.1.10.22","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-16","1.3.6.1.2.1.2.2.1.10.23","DWord","","RO","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"Ports.ifInOctets-17","1.3.6.1.2.1.2.2.1.10.24","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-18","1.3.6.1.2.1.2.2.1.10.25","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-19","1.3.6.1.2.1.2.2.1.10.26","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-20","1.3.6.1.2.1.2.2.1.10.27","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-21","1.3.6.1.2.1.2.2.1.10.28","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-22","1.3.6.1.2.1.2.2.1.10.29","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-23","1.3.6.1.2.1.2.2.1.10.30","DWord","","RO","1000","","","","","","","","","","ШС. Сервер точного времени АА2/1",""
"Ports.ifInOctets-24","1.3.6.1.2.1.2.2.1.10.31","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-25","1.3.6.1.2.1.2.2.1.10.32","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-26","1.3.6.1.2.1.2.2.1.10.33","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-27","1.3.6.1.2.1.2.2.1.10.34","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifInOctets-28","1.3.6.1.2.1.2.2.1.10.35","DWord","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-01","1.3.6.1.2.1.2.2.1.8.8","Long","","RO","1000","","","","","","","","","","ШС. Коммутатор с МСЭ (осн.) A3/1",""
"Ports.ifOperStatus-02","1.3.6.1.2.1.2.2.1.8.9","Long","","RO","1000","","","","","","","","","","ШС. АРМ оператора МНС-2 (осн.) А20/1",""
"Ports.ifOperStatus-03","1.3.6.1.2.1.2.2.1.8.10","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-04","1.3.6.1.2.1.2.2.1.8.11","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-05","1.3.6.1.2.1.2.2.1.8.12","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-06","1.3.6.1.2.1.2.2.1.8.13","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-07","1.3.6.1.2.1.2.2.1.8.14","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-08","1.3.6.1.2.1.2.2.1.8.15","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-09","1.3.6.1.2.1.2.2.1.8.16","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-10","1.3.6.1.2.1.2.2.1.8.17","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-11","1.3.6.1.2.1.2.2.1.8.18","Long","","RO","1000","","","","","","","","","","АРМ инженера ТСПД",""
"Ports.ifOperStatus-12","1.3.6.1.2.1.2.2.1.8.19","Long","","RO","1000","","","","","","","","","","Принтер",""
"Ports.ifOperStatus-13","1.3.6.1.2.1.2.2.1.8.20","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-14","1.3.6.1.2.1.2.2.1.8.21","Long","","RO","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (осн.) А8/8",""
"Ports.ifOperStatus-15","1.3.6.1.2.1.2.2.1.8.22","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-16","1.3.6.1.2.1.2.2.1.8.23","Long","","RO","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"Ports.ifOperStatus-17","1.3.6.1.2.1.2.2.1.8.24","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-18","1.3.6.1.2.1.2.2.1.8.25","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-19","1.3.6.1.2.1.2.2.1.8.26","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-20","1.3.6.1.2.1.2.2.1.8.27","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-21","1.3.6.1.2.1.2.2.1.8.28","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-22","1.3.6.1.2.1.2.2.1.8.29","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-23","1.3.6.1.2.1.2.2.1.8.30","Long","","RO","1000","","","","","","","","","","ШС. Сервер точного времени АА2/1",""
"Ports.ifOperStatus-24","1.3.6.1.2.1.2.2.1.8.31","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-25","1.3.6.1.2.1.2.2.1.8.32","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-26","1.3.6.1.2.1.2.2.1.8.33","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-27","1.3.6.1.2.1.2.2.1.8.34","Long","","RO","1000","","","","","","","","","","резерв",""
"Ports.ifOperStatus-28","1.3.6.1.2.1.2.2.1.8.35","Long","","RO","1000","","","","","","","","","","резерв",""
"State.CPULoad","1.3.6.1.4.1.9.2.1.56.0","Word","","RO","2000","","","","","","","","","","Загрузка CPU",""
"State.CPUTemp","1.3.6.1.4.1.9.9.13.1.3.1.3.1013","DWord","","RO","2000","","","","","","","","","","Температура процессора",""
"State.PowerState1","1.3.6.1.4.1.9.9.13.1.5.1.3.1014","Long","","RO","2000","","","","","","","","","","Состояние ввода питания №1",""
"State.PowerState2","1.3.6.1.4.1.9.9.13.1.5.1.3.1015","Long","","RO","2000","","","","","","","","","","Состояние ввода питания №2",""
"State.FanStatus1","1.3.6.1.4.1.9.9.13.1.4.1.3.1016","Long","","RO","2000","","","","","","","","","","Состояние вентилятора №1",""
"State.FanStatus2","1.3.6.1.4.1.9.9.13.1.4.1.3.1017","Long","","RO","2000","","","","","","","","","","Состояние вентилятора №2",""
"State.FanStatus3","1.3.6.1.4.1.9.9.13.1.4.1.3.1018","Long","","RO","2000","","","","","","","","","","Состояние вентилятора №3",""
"Property.FW","1.3.6.1.2.1.47.1.1.1.1.10.1000","String","","RO","2000","","","","","","","","","","Версия прошивки",""
"Property.IP","1.3.6.1.2.1.4.20.1.1.172.16.0.1[2]","String","","RO","2000","","","","","","","","","","IP адресс",""
"Property.Mask","1.3.6.1.2.1.4.20.1.3.172.16.0.1[2]","String","","RO","2000","","","","","","","","","","Маска",""
"Property.Name","1.3.6.1.2.1.47.1.1.1.1.13.1","String","","RO","2000","","","","","","","","","","Наименование устройства",""
"Property.sysUpTime","1.3.6.1.2.1.1.3.0","Long","","RO","2000","","","","","","","","","","Время работы",""
