Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
BIK.ReportDay.Pipe.P,"401392",Float,1,RO,300,,,,,,,,,"МПа",Давление АБ в МНПП,
BIK.ReportDay.ViscosityK,"401394",Float,1,RO,300,,,,,,,,,"сСт",Кинематическая вязкость АБ в БИК,
BIK.ReportDay.ViscosityD,"401396",Float,1,RO,300,,,,,,,,,"сП",Динамическая вязкость АБ в БИК,
BIK.ReportDay.Density,"401398",Float,1,RO,300,,,,,,,,,"кг/м3",Плотность АБ в БИК,
BIK.ReportDay.Density.T15,"401400",Float,1,RO,300,,,,,,,,,"кг/м3",Плотность при 15 °С,
BIK.ReportDay.Density.T20,"401402",Float,1,RO,300,,,,,,,,,"кг/м3",Плотность при 20 °С,
BIK.ReportDay.T,"401404",Float,1,RO,300,,,,,,,,,"°C",Температура АБ в БИК,
BIK.ReportDay.P,"401406",Float,1,RO,300,,,,,,,,,"МПа",Давление АБ в БИК,
BIK.ReportDay.Water.V,"401408",Float,1,RO,300,,,,,,,,,"%",Объемная доля воды в АБ,
BIK.ReportDay.Water.M,"401410",Float,1,RO,300,,,,,,,,,"%",Массовая доля воды в АБ,
BIK.ReportSmena.DateTime.Begin,"401412",Dword,1,RO,300,,,,,,,,,,Дата и время начала отчета,
BIK.ReportSmena.DateTime.End,"401414",Dword,1,RO,300,,,,,,,,,,Дата и время формирования отчета,
BIK.ReportSmena.Pipe.ViscosityK,"401416",Float,1,RO,300,,,,,,,,,"сСт",Кинематическая вязкость АБ в МНПП,
BIK.ReportSmena.Pipe.Density,"401418",Float,1,RO,300,,,,,,,,,"кг/м3",Плотность АБ в МНПП,
BIK.ReportSmena.Pipe.T,"401420",Float,1,RO,300,,,,,,,,,"°C",Температура АБ в МНПП,
BIK.ReportSmena.Pipe.P,"401422",Float,1,RO,300,,,,,,,,,"МПа",Давление АБ в МНПП,
BIK.ReportSmena.ViscosityK,"401424",Float,1,RO,300,,,,,,,,,"сСт",Кинематическая вязкость АБ в БИК,
BIK.ReportSmena.ViscosityD,"401426",Float,1,RO,300,,,,,,,,,"сП",Динамическая вязкость АБ в БИК,
BIK.ReportSmena.Density,"401428",Float,1,RO,300,,,,,,,,,"кг/м3",Плотность АБ в БИК,
BIK.ReportSmena.Density.T15,"401430",Float,1,RO,300,,,,,,,,,"кг/м3",Плотность при 15 °С,
BIK.ReportSmena.Density.T20,"401432",Float,1,RO,300,,,,,,,,,"кг/м3",Плотность при 20 °С,
BIK.ReportSmena.T,"401434",Float,1,RO,300,,,,,,,,,"°C",Температура АБ в БИК,
BIK.ReportSmena.P,"401436",Float,1,RO,300,,,,,,,,,"МПа",Давление АБ в БИК,
BIK.ReportSmena.Water.V,"401438",Float,1,RO,300,,,,,,,,,"%",Объемная доля воды в АБ ,
BIK.ReportSmena.Water.M,"401440",Float,1,RO,300,,,,,,,,,"%",Массовая доля воды в АБ ,
BIK.Pipe.T,"401442",Float,1,RO,300,,,,,,,,,"°C",Температура АБ в МНПП,
BIK.Pipe.P,"401444",Float,1,RO,300,,,,,,,,,"МПа",Давление АБ в МНПП,
BIK.ViscosityK,"401446",Float,1,RO,300,,,,,,,,,"сСт",Кинематическая вязкость АБ в БИК,
BIK.Density,"401448",Float,1,RO,300,,,,,,,,,"кг/м3",Плотность АБ в БИК,
BIK.T,"401450",Float,1,RO,300,,,,,,,,,"°C",Температура АБ в БИК,
BIK.P,"401452",Float,1,RO,300,,,,,,,,,"МПа",Давление АБ в БИК,
BIK.Flow,"401454",Float,1,RO,300,,,,,,,,,"кг/м3",Расход АБ в трубопроводе БИК,
BIK.Water.V,"401456",Float,1,RO,300,,,,,,,,,"%",Объемная доля воды в АБ,
BIK.Pipe.ViscosityK,"401458",Float,1,RO,300,,,,,,,,,"сСт",Кинематическая вязкость АБ в МНПП,
BIK.Pipe.ViscosityK.T15,"401460",Float,1,RO,300,,,,,,,,,"сСт",Кинематическая вязкость при 15 °С,
BIK.Pipe.ViscosityK.T20,"401462",Float,1,RO,300,,,,,,,,,"сСт",Кинематическая вязкость при 20 °С,
BIK.ViscosityD,"401464",Float,1,RO,300,,,,,,,,,"сП",Динамическая вязкость АБ в БИК,
BIK.Pipe.Density,"401466",Float,1,RO,300,,,,,,,,,"кг/м3",Плотность АБ в МНПП,
BIK.Pipe.Density.T15,"401468",Float,1,RO,300,,,,,,,,,"кг/м3",Плотность при 15 °С ,
BIK.Pipe.Density.T20,"401470",Float,1,RO,300,,,,,,,,,"кг/м3",Плотность при 20 °С ,
BIK.Water.M,"401472",Float,1,RO,300,,,,,,,,,"%",Массовая доля воды в АБ,
BIK.Pipe.T.Norm,"401474.0",Boolean,1,RO,300,,,,,,,,,,Температура АБ в МНПП - значение в норме,
BIK.Pipe.T.Warn,"401474.1",Boolean,1,RO,300,,,,,,,,,,Температура АБ в МНПП - предельное значение,
BIK.Pipe.T.Alm,"401474.2",Boolean,1,RO,300,,,,,,,,,,Температура АБ в МНПП - аварийное значение,
BIK.Pipe.T.Invalid,"401474.6",Boolean,1,RO,300,,,,,,,,,,Температура АБ в МНПП - значение недостоверно,
BIK.Pipe.T.Imit,"401474.7",Boolean,1,RO,300,,,,,,,,,,Температура АБ в МНПП - режим имитации,
BIK.Pipe.P.Norm,"401474.8",Boolean,1,RO,300,,,,,,,,,,Давление АБ в МНПП - значение в норме,
BIK.Pipe.P.Warn,"401474.9",Boolean,1,RO,300,,,,,,,,,,Давление АБ в МНПП - предельное значение,
BIK.Pipe.P.Alm,"401474.10",Boolean,1,RO,300,,,,,,,,,,Давление АБ в МНПП - аварийное значение,
BIK.Pipe.P.Invalid,"401474.14",Boolean,1,RO,300,,,,,,,,,,Давление АБ в МНПП - значение недостоверно,
BIK.Pipe.P.Imit,"401474.15",Boolean,1,RO,300,,,,,,,,,,Давление АБ в МНПП - режим имитации,
BIK.ViscosityK.Norm,"401475.0",Boolean,1,RO,300,,,,,,,,,,Кинематическая вязкость АБ в БИК - значение в норме,
BIK.ViscosityK.Warn,"401475.1",Boolean,1,RO,300,,,,,,,,,,Кинематическая вязкость АБ в БИК - предельное значение,
BIK.ViscosityK.Alm,"401475.2",Boolean,1,RO,300,,,,,,,,,,Кинематическая вязкость АБ в БИК - аварийное значение,
BIK.ViscosityK.Invalid,"401475.6",Boolean,1,RO,300,,,,,,,,,,Кинематическая вязкость АБ в БИК - значение недостоверно,
BIK.ViscosityK.Imit,"401475.7",Boolean,1,RO,300,,,,,,,,,,Кинематическая вязкость АБ в БИК - режим имитации,
BIK.Density.Norm,"401475.8",Boolean,1,RO,300,,,,,,,,,,Плотность АБ в БИК - значение в норме,
BIK.Density.Warn,"401475.9",Boolean,1,RO,300,,,,,,,,,,Плотность АБ в БИК - предельное значение,
BIK.Density.Alm,"401475.10",Boolean,1,RO,300,,,,,,,,,,Плотность АБ в БИК - аварийное значение,
BIK.Density.Invalid,"401475.14",Boolean,1,RO,300,,,,,,,,,,Плотность АБ в БИК - значение недостоверно,
BIK.Density.Imit,"401475.15",Boolean,1,RO,300,,,,,,,,,,Плотность АБ в БИК - режим имитации,
BIK.T.Norm,"401476.0",Boolean,1,RO,300,,,,,,,,,,Температура АБ в БИК - значение в норме,
BIK.T.Warn,"401476.1",Boolean,1,RO,300,,,,,,,,,,Температура АБ в БИК - предельное значение,
BIK.T.Alm,"401476.2",Boolean,1,RO,300,,,,,,,,,,Температура АБ в БИК - аварийное значение,
BIK.T.Invalid,"401476.6",Boolean,1,RO,300,,,,,,,,,,Температура АБ в БИК - значение недостоверно,
BIK.T.Imit,"401476.7",Boolean,1,RO,300,,,,,,,,,,Температура АБ в БИК - режим имитации,
BIK.P.Norm,"401476.8",Boolean,1,RO,300,,,,,,,,,,Давление АБ в БИК - значение в норме,
BIK.P.Warn,"401476.9",Boolean,1,RO,300,,,,,,,,,,Давление АБ в БИК - предельное значение,
BIK.P.Alm,"401476.10",Boolean,1,RO,300,,,,,,,,,,Давление АБ в БИК - аварийное значение,
BIK.P.Invalid,"401476.14",Boolean,1,RO,300,,,,,,,,,,Давление АБ в БИК - значение недостоверно,
BIK.P.Imit,"401476.15",Boolean,1,RO,300,,,,,,,,,,Давление АБ в БИК - режим имитации,
BIK.Flow.Norm,"401477.0",Boolean,1,RO,300,,,,,,,,,,Расход АБ в трубопроводе БИК - значение в норме,
BIK.Flow.Warn,"401477.1",Boolean,1,RO,300,,,,,,,,,,Расход АБ в трубопроводе БИК - предельное значение,
BIK.Flow.Alm,"401477.2",Boolean,1,RO,300,,,,,,,,,,Расход АБ в трубопроводе БИК - аварийное значение,
BIK.Flow.Invalid,"401477.6",Boolean,1,RO,300,,,,,,,,,,Расход АБ в трубопроводе БИК - значение недостоверно,
BIK.Flow.Imit,"401477.7",Boolean,1,RO,300,,,,,,,,,,Расход АБ в трубопроводе БИК - режим имитации,
BIK.Water.V.Norm,"401477.8",Boolean,1,RO,300,,,,,,,,,,Объемная доля воды в АБ - значение в норме,
BIK.Water.V.Warn,"401477.9",Boolean,1,RO,300,,,,,,,,,,Объемная доля воды в АБ - предельное значение,
BIK.Water.V.Alm,"401477.10",Boolean,1,RO,300,,,,,,,,,,Объемная доля воды в АБ - аварийное значение,
BIK.Water.V.Invalid,"401477.14",Boolean,1,RO,300,,,,,,,,,,Объемная доля воды в АБ - значение недостоверно,
BIK.Water.V.Imit,"401477.15",Boolean,1,RO,300,,,,,,,,,,Объемная доля воды в АБ - режим имитации,
BIK.Tair,"401478",Float,1,RO,1500,,,,,,,,,"°C",Температура воздуха в БИК,
BIK.dP,"401480",Float,1,RO,1500,,,,,,,,,"МПа",Перепад давления на Ф1,
BIK.Pump.P,"401482",Float,1,RO,1500,,,,,,,,,"МПа",Давление АБ на выходе насоса,
BIK.Tuso,"401484",Float,1,RO,1500,,,,,,,,,"°C",Температура в ШСА,
BIK.Gas.P1,"401486",Float,1,RO,1500,,,,,,,,,"%",Сигнализатор загазованности (точка 1),
BIK.Gas.P2,"401488",Float,1,RO,1500,,,,,,,,,"%",Сигнализатор загазованности (точка 2),
BIK.Tair.Norm,"401490.0",Boolean,1,RO,300,,,,,,,,,,Температура воздуха в БИК - значение в норме,
BIK.Tair.Warn,"401490.1",Boolean,1,RO,300,,,,,,,,,,Температура воздуха в БИК - предельное значение,
BIK.Tair.Alm,"401490.2",Boolean,1,RO,300,,,,,,,,,,Температура воздуха в БИК - аварийное значение,
BIK.Tair.Invalid,"401490.6",Boolean,1,RO,300,,,,,,,,,,Температура воздуха в БИК - значение недостоверно,
BIK.Tair.Imit,"401490.7",Boolean,1,RO,300,,,,,,,,,,Температура воздуха в БИК - режим имитации,
BIK.dP.Norm,"401490.8",Boolean,1,RO,300,,,,,,,,,,Перепад давления на Ф1 - значение в норме,
BIK.dP.Warn,"401490.9",Boolean,1,RO,300,,,,,,,,,,Перепад давления на Ф1 - предельное значение,
BIK.dP.Alm,"401490.10",Boolean,1,RO,300,,,,,,,,,,Перепад давления на Ф1 - аварийное значение,
BIK.dP.Invalid,"401490.14",Boolean,1,RO,300,,,,,,,,,,Перепад давления на Ф1 - значение недостоверно,
BIK.dP.Imit,"401490.15",Boolean,1,RO,300,,,,,,,,,,Перепад давления на Ф1 - режим имитации,
BIK.Pump.P.Norm,"401491.0",Boolean,1,RO,300,,,,,,,,,,Давление АБ на выходе насоса - значение в норме,
BIK.Pump.P.Warn,"401491.1",Boolean,1,RO,300,,,,,,,,,,Давление АБ на выходе насоса - предельное значение,
BIK.Pump.P.Alm,"401491.2",Boolean,1,RO,300,,,,,,,,,,Давление АБ на выходе насоса - аварийное значение,
BIK.Pump.P.Invalid,"401491.6",Boolean,1,RO,300,,,,,,,,,,Давление АБ на выходе насоса - значение недостоверно,
BIK.Pump.P.Imit,"401491.7",Boolean,1,RO,300,,,,,,,,,,Давление АБ на выходе насоса - режим имитации,
BIK.Tuso.Norm,"401491.8",Boolean,1,RO,300,,,,,,,,,,Температура в ШСА - значение в норме,
BIK.Tuso.Warn,"401491.9",Boolean,1,RO,300,,,,,,,,,,Температура в ШСА - предельное значение,
BIK.Tuso.Alm,"401491.10",Boolean,1,RO,300,,,,,,,,,,Температура в ШСА - аварийное значение,
BIK.Tuso.Invalid,"401491.14",Boolean,1,RO,300,,,,,,,,,,Температура в ШСА - значение недостоверно,
BIK.Tuso.Imit,"401491.15",Boolean,1,RO,300,,,,,,,,,,Температура в ШСА - режим имитации,
BIK.Gas.P1.Norm,"401492.0",Boolean,1,RO,300,,,,,,,,,,Сигнализатор загазованности (точка 1) - значение в норме,
BIK.Gas.P1.Warn,"401492.1",Boolean,1,RO,300,,,,,,,,,,Сигнализатор загазованности (точка 1) - предельное значение,
BIK.Gas.P1.Alm,"401492.2",Boolean,1,RO,300,,,,,,,,,,Сигнализатор загазованности (точка 1) - аварийное значение,
BIK.Gas.P1.Invalid,"401492.6",Boolean,1,RO,300,,,,,,,,,,Сигнализатор загазованности (точка 1) - значение недостоверно,
BIK.Gas.P1.Imit,"401492.7",Boolean,1,RO,300,,,,,,,,,,Сигнализатор загазованности (точка 1) - режим имитации,
BIK.Gas.P2.Norm,"401492.8",Boolean,1,RO,300,,,,,,,,,,Сигнализатор загазованности (точка 2) - значение в норме,
BIK.Gas.P2.Warn,"401492.9",Boolean,1,RO,300,,,,,,,,,,Сигнализатор загазованности (точка 2) - предельное значение,
BIK.Gas.P2.Alm,"401492.10",Boolean,1,RO,300,,,,,,,,,,Сигнализатор загазованности (точка 2) - аварийное значение,
BIK.Gas.P2.Invalid,"401492.14",Boolean,1,RO,300,,,,,,,,,,Сигнализатор загазованности (точка 2) - значение недостоверно,
BIK.Gas.P2.Imit,"401492.15",Boolean,1,RO,300,,,,,,,,,,Сигнализатор загазованности (точка 2) - режим имитации,
BIK.Pump.Status,"401494",Word,1,RO,300,,,,,,,,,,Насос прокачки,
BIK.Pump.Mode,"401494",Word,1,RO,300,,,,,,,,,,Насос прокачки - режим,
BIK.Pump.Fault,"401494.6",Boolean,1,RO,300,,,,,,,,,,Насос прокачки - неисправен,
BIK.Pump.U,"401494.7",Boolean,1,RO,300,,,,,,,,,,Насос прокачки - наличие напряжения в цепях управления,
BIK.Sampling.Off,"401494.8",Boolean,1,RO,300,,,,,,,,,,Пробоотборник - отключен,
BIK.Sampling.On,"401494.9",Boolean,1,RO,300,,,,,,,,,,Пробоотборник - включен,
BIK.Sampling.Pause,"401494.10",Boolean,1,RO,300,,,,,,,,,,Пробоотборник - приостановлен,
BIK.Sampling.ModeTime,"401494.11",Boolean,1,RO,300,,,,,,,,,,Пробоотборник - режим работы по таймеру,
BIK.Sampling.ModeV,"401494.12",Boolean,1,RO,300,,,,,,,,,,Пробоотборник - режим работы по объему,
BIK.Sampling.ModeM,"401494.13",Boolean,1,RO,300,,,,,,,,,,Пробоотборник - режим работы по массе,
BIK.Sampling.ModeTest,"401494.14",Boolean,1,RO,300,,,,,,,,,,Пробоотборник - испытательный режим,
BIK.Link,"401494.15",Boolean,1,RO,300,,,,,,,,,,Наличие связи,
BIK.Heat.Status,"401495",Word,1,RO,300,,,,,,,,,,Обогреватель,
BIK.Heat.Mode,"401495",Word,1,RO,300,,,,,,,,,,Обогреватель - режим,
BIK.Heat.Fault,"401495.6",Boolean,1,RO,300,,,,,,,,,,Обогреватель - неисправен,
BIK.Heat.U,"401495.7",Boolean,1,RO,300,,,,,,,,,,Обогреватель - наличие напряжения в цепях управления,
UPPSOD.Flow1.ObjName,"400900",Word,1,RO,99999990,,,,,,,,,,Расходомер на входе УП СОД,
UPPSOD.Flow1.Channels,"400900",Word,1,RO,99999990,,,,,,,,,,"DG.USO4.A1.M3:0",
UPPSOD.Flow1.Alm1,"400900.0",Boolean,1,RO,300,,,,,,,,,,Размещение ПЭА может потребовать корректировки,
UPPSOD.Flow1.Alm2,"400900.1",Boolean,1,RO,300,,,,,,,,,,Пустой трубопровод,
UPPSOD.Flow1.Alm3,"400900.2",Boolean,1,RO,300,,,,,,,,,,Расход превышает верхнюю границу или ниже нижней границы,
UPPSOD.Flow1.Alm4,"400900.3",Boolean,1,RO,300,,,,,,,,,,Десять секунд без обновления данных на любом канале,
UPPSOD.Flow1.Alm5,"400900.4",Boolean,1,RO,300,,,,,,,,,,Текущая процентная величина аэрации превышает уставку аварийной сигнализации,
UPPSOD.Flow1.Alm6,"400900.5",Boolean,1,RO,300,,,,,,,,,,Последнее правильное показание за выбранный интервал времени при состоянии ошибки,
UPPSOD.Flow1.Alm7,"400900.6",Boolean,1,RO,300,,,,,,,,,,Произошло выполнение внутренней программы первоначальной подготовки,
UPPSOD.Flow1.Alm8,"400900.7",Boolean,1,RO,300,,,,,,,,,,Скорость звука в жидкости превышает уставку аварийной сигнализации,
UPPSOD.Flow1.Alm9,"400900.8",Boolean,1,RO,300,,,,,,,,,,Обнаружение пропуска скребка,
UPPSOD.Flow1.Link,"400900.15",Boolean,1,RO,300,,,,,,,,,,Наличие связи,
UPPSOD.Flow1.Aeration,"400901",Word,1,RO,300,,,,,,,,,"%",Процентная величина аэрации,
UPPSOD.Flow1.StrSigCh1,"400902",Word,1,RO,300,,,,,,,,,"Вт",Мощность сигнала по каналу 1,
UPPSOD.Flow1.StrSigCh2,"400903",Word,1,RO,300,,,,,,,,,"Вт",Мощность сигнала по каналу 2,
UPPSOD.Flow1.Flow,"400904",Float,1,RO,300,,,,,,,,,"м3/ч",Мгновенный расход,
UPPSOD.Flow1.SonicVel,"400906",Float,1,RO,300,,,,,,,,,"м/с",Средняя скорость звука в жидкости,
UPPSOD.Flow1.Temperature,"400908",Float,1,RO,300,,,,,,,,,"°C",Мгновенная температура,
UPPSOD.Flow1.TotFlow,"400910",Float,1,RO,300,,,,,,,,,"м3",Накопительный расход,
UPPSOD.Flow1.FlowP1,"400912",Float,1,RO,300,,,,,,,,,"м3/ч",Расход (канал 1),
UPPSOD.Flow1.FlowP2,"400914",Float,1,RO,300,,,,,,,,,"м3/ч",Расход (канал 2),
MNA21.NA.Channels,"400001",Word,1,RO,99999990,,,,,,,,,,"DG.USO11.A1.M3:14:15:25:26, DG.USO3.A1.M2:7:8:11:17:16, DG.USO1.A1.M4:4, DG.USO3.A1.M3:0:1",
MNA22.NA.Channels,"400001",Word,1,RO,99999990,,,,,,,,,,"DG.USO11.A2.M2:14:15:26:27, DG.USO3.A2.M2:7:8:11:17:16, DG.USO1.A2.M3:4, DG.USO3.A2.M3:0:1",
MNA23.NA.Channels,"400001",Word,1,RO,99999990,,,,,,,,,,"DG.USO11.A3.M3:14:15:24:25, DG.USO3.A3.M2:0:1:4:14:15, DG.USO1.A3.M4:3, DG.USO3.A3.M3:0:1",
MNA24.NA.Channels,"400001",Word,1,RO,99999990,,,,,,,,,,"DG.USO11.A4.M3:13:14:21:22, DG.USO3.A4.M2:0:1:4:14:15, DG.USO1.A4.M4:3, DG.USO3.A4.M3:0:1",
SARD.CRP1.RS.Freq,"438550",Uint,1,RO,1500,,,,,,,,,об/мин,ЧРП МНА №21 Текущая частота (значение по интерфейсу),
SARD.CRP1.RS.Ready,"438551.0",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Готовность (значение по интерфейсу),
SARD.CRP1.RS.Work,"438551.1",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 В работе (значение по интерфейсу),
SARD.CRP1.RS.Fail,"438551.2",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Критическая авария (значение по интерфейсу),
SARD.CRP1.RS.Error,"438551.3",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Неисправность (значение по интерфейсу),
SARD.CRP1.RS.Remote,"438551.4",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Дистанционное управление (значение по интерфейсу),
SARD.CRP1.RS.Local,"438551.5",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Местное управление (значение по интерфейсу),
SARD.CRP1.RS.StopLocal,"438551.6",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Стоп по месту (значение по интерфейсу),
SARD.CRP1.RS.ReadyCharge,"438551.7",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Разрешен заряд (значение по интерфейсу),
SARD.CRP1.RS.ReadyDischarge,"438551.8",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Разрешен разряд (значение по интерфейсу),
SARD.CRP1.Field.Freq,"438552",Uint,1,RO,1500,,,,,,,,,об/мин,ЧРП МНА №21 Текущая частота (значение с поля),
SARD.CRP1.Field.Ready,"438553.0",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Готовность (значение с поля),
SARD.CRP1.Field.Work,"438553.1",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 В работе (значение с поля),
SARD.CRP1.Field.Fail,"438553.2",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Критическая авария (значение с поля),
SARD.CRP1.Field.Error,"438553.3",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Неисправность (значение с поля),
SARD.CRP1.Field.Remote,"438553.4",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Дистанционное управление (значение с поля),
SARD.CRP1.Field.Local,"438553.5",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Местное управление (значение с поля),
SARD.CRP1.Field.StopLocal,"438553.6",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Стоп по месту (значение с поля),
SARD.CRP1.Field.ReadyCharge,"438553.7",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Разрешен заряд (значение с поля),
SARD.CRP1.Field.ReadyDischarge,"438553.8",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №21 Разрешен разряд (значение с поля),
SARD.CRP2.RS.Freq,"438554",Uint,1,RO,1500,,,,,,,,,об/мин,ЧРП МНА №22 Текущая частота (значение по интерфейсу),
SARD.CRP2.RS.Ready,"438555.0",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №22 Готовность (значение по интерфейсу),
SARD.CRP2.RS.Work,"438555.1",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №22 В работе (значение по интерфейсу),
SARD.CRP2.RS.Fail,"438555.2",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №22 Критическая авария (значение по интерфейсу),
SARD.CRP2.RS.Error,"438555.3",Boolean,1,RO,1500,,,,,,,,,,ЧРП МНА №22 Неисправность (значение по интерфейсу),
