Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
.PT001.Uncertain,"404023.5",Boolean,1,R/W,300,,,,,,,,,,"Недостоверность",
.PT001.Uncertain_HARD,"404023.6",Boolean,1,R/W,300,,,,,,,,,,"Аппаратная недостоверность",
.PT001.Channels,"404023",Word,1,RO,99999990,,,,,,,,,,"",
.PT001.Value,"403001",Float,1,R/W,300,,,,,,,,,,"Значение аналогового параметра",0
.PT001.FieldValue,"432778",Float,1,R/W,300,,,,,,,,,,"Значение аналогового параметра с поля",
.PT001.RawValue,"429653",Float,1,RO,1000,Linear,-4,4,-4,4,,,,,"Значение аналогового параметра (для истории)",
.PT001.Ust.CtrlUst,"411065",Word,1,R/W,300,,,,,,,,,,"Контроль наличия уставок",
.PT001.DisAlm.Max1,"411066.7",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс1",
.PT001.DisAlm.Max2,"411066.8",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс2",
.PT001.DisAlm.Max3,"411066.9",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс3",
.PT001.DisAlm.Max4,"411066.10",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс4",
.PT001.DisAlm.Max5,"411066.11",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс5",
.PT001.DisAlm.Max6,"411066.12",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс6",
.PT001.DisAlm.Max7,"411066.13",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс7",
.PT001.DisAlm.Min1,"411066.6",Boolean,1,R/W,300, ,,,,,,,,,"Контроль оперативных сообщений Мин1",
.PT001.DisAlm.Min2,"411066.5",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин2",
.PT001.DisAlm.Min3,"411066.4",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин3",
.PT001.DisAlm.Min4,"411066.3",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин4",
.PT001.DisAlm.Min5,"411066.2",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин5",
.PT001.DisAlm.Min6,"411066.1",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин6",
.PT001.DisAlm.Min7,"411066.0",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин7",
.PT001.DisSnd.Max1,"411067.7",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс1",
.PT001.DisSnd.Max2,"411067.8",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс2",
.PT001.DisSnd.Max3,"411067.9",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс3",
.PT001.DisSnd.Max4,"411067.10",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс4",
.PT001.DisSnd.Max5,"411067.11",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс5",
.PT001.DisSnd.Max6,"411067.12",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс6",
.PT001.DisSnd.Max7,"411067.13",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс7",
.PT001.DisSnd.Min1,"411067.6",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин1",
.PT001.DisSnd.Min2,"411067.5",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин2",
.PT001.DisSnd.Min3,"411067.4",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин3",
.PT001.DisSnd.Min4,"411067.3",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин4",
.PT001.DisSnd.Min5,"411067.2",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин5",
.PT001.DisSnd.Min6,"411067.1",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин6",
.PT001.DisSnd.Min7,"411067.0",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин7",
.PT001.Set.Max1,"411065.7",Boolean,1,R/W,300,,,,,,,,,,"Макс. тех.",
.PT001.Set.Max2,"411065.8",Boolean,1,R/W,300,,,,,,,,,,"Макс. пред.",
.PT001.Set.Max3,"411065.9",Boolean,1,R/W,300,,,,,,,,,,"Макс. пред.",
.PT001.Set.Max4,"411065.10",Boolean,1,R/W,300,,,,,,,,,,"Макс. авар.",
.PT001.Set.Max5,"411065.11",Boolean,1,R/W,300,,,,,,,,,,"Макс. авар.",
.PT001.Set.Max6,"411065.12",Boolean,1,R/W,300,,,,,,,,,,"Макс. авар.",
.PT001.Set.Max7,"411065.13",Boolean,1,R/W,300,,,,,,,,,,"Контроль уставка технолог максимум ",
.PT001.Set.Min1,"411065.6",Boolean,1,R/W,300,,,,,,,,,,"Мин. тех.",
.PT001.Set.Min2,"411065.5",Boolean,1,R/W,300,,,,,,,,,,"Мин. пред.",
.PT001.Set.Min3,"411065.4",Boolean,1,R/W,300,,,,,,,,,,"Мин. пред.",
.PT001.Set.Min4,"411065.3",Boolean,1,R/W,300,,,,,,,,,,"Мин. авар.",
.PT001.Set.Min5,"411065.2",Boolean,1,R/W,300,,,,,,,,,,"Мин. авар.",
.PT001.Set.Min6,"411065.1",Boolean,1,R/W,300,,,,,,,,,,"Мин. авар.",
.PT001.Set.Min7,"411065.0",Boolean,1,R/W,300,,,,,,,,,,"Контроль уставка технолог минимум ",
.PT001.UST.Threshold,"413331",Float,1,R/W,300,,,,,,,,,,"Погрешность канала",
.PT001.UST.Hist,"413329",Float,1,R/W,300,,,,,,,,,,"Гистерезис",
.PT001.UST.KC_Ndiap,"411068",Word,1,R/W,300,,,,,,,,,,"Коэффициент сглаживания и номер диапазона измерений",
.PT001.UST.Max1,"413315",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное технологическое = ~",
.PT001.UST.Max2,"413317",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное предельное = ~",
.PT001.UST.Max3,"413319",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное предельное = ~",
.PT001.UST.Max4,"413321",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное аварийное = ~",
.PT001.UST.Max5,"413323",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное аварийное = ~",
.PT001.UST.Max6,"413325",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное аварийное = ~",
.PT001.UST.Max7,"413327",Float,1,R/W,300,,,,,,,,,,"Установить значение технолог. максимум = ~",
.PT001.UST.Min1,"413313",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное технологическое = ~",
.PT001.UST.Min2,"413311",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное предельное = ~",
.PT001.UST.Min3,"413309",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное предельное = ~",
.PT001.UST.Min4,"413307",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное аварийное = ~",
.PT001.UST.Min5,"413305",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное аварийное = ~",
.PT001.UST.Min6,"413303",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное аварийное = ~",
.PT001.UST.Min7,"413301",Float,1,R/W,300,,,,,,,,,,"Установить значение технолог. минимум = ~",
.PT001.CodeAD,"436501",Short,1,RO,300,,,,,,,,,,"Значение в кодах АЦП",
.PT001.ImitValue,"462526",Float,1,RO,300,,,,,,,,,,"Значение имитации",
.PT003.EUnits,"404024",Word,1,RO,99999990,,,,,,,,,,"МПа",
.PT003.Imit,"404024.7",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
.PT003.ObjName,"404024",Word,1,RO,99999990,,,,,,,,,,"Давление нефтепродукта на выходе МНС",
.PT003.ObjNum,"404024",Word,1,RO,99999990,,,,,,,,,,"2",
.PT003.State,"404024",Word,1,RO,300,,,,,,,,,,"PT003",
.PT003.Uncertain,"404024.5",Boolean,1,R/W,300,,,,,,,,,,"Недостоверность",
.PT003.Uncertain_HARD,"404024.6",Boolean,1,R/W,300,,,,,,,,,,"Аппаратная недостоверность",
.PT003.Channels,"404024",Word,1,RO,99999990,,,,,,,,,,"",
.PT003.Value,"403003",Float,1,R/W,300,,,,,,,,,,"Значение аналогового параметра",0
.PT003.FieldValue,"432780",Float,1,R/W,300,,,,,,,,,,"Значение аналогового параметра с поля",
.PT003.RawValue,"429655",Float,1,RO,1000,Linear,-10,10,-10,10,,,,,"Значение аналогового параметра (для истории)",
.PT003.Ust.CtrlUst,"411069",Word,1,R/W,300,,,,,,,,,,"Контроль наличия уставок",
.PT003.DisAlm.Max1,"411070.7",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс1",
.PT003.DisAlm.Max2,"411070.8",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс2",
.PT003.DisAlm.Max3,"411070.9",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс3",
.PT003.DisAlm.Max4,"411070.10",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс4",
.PT003.DisAlm.Max5,"411070.11",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс5",
.PT003.DisAlm.Max6,"411070.12",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс6",
.PT003.DisAlm.Max7,"411070.13",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс7",
.PT003.DisAlm.Min1,"411070.6",Boolean,1,R/W,300, ,,,,,,,,,"Контроль оперативных сообщений Мин1",
.PT003.DisAlm.Min2,"411070.5",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин2",
.PT003.DisAlm.Min3,"411070.4",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин3",
.PT003.DisAlm.Min4,"411070.3",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин4",
.PT003.DisAlm.Min5,"411070.2",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин5",
.PT003.DisAlm.Min6,"411070.1",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин6",
.PT003.DisAlm.Min7,"411070.0",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин7",
.PT003.DisSnd.Max1,"411071.7",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс1",
.PT003.DisSnd.Max2,"411071.8",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс2",
.PT003.DisSnd.Max3,"411071.9",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс3",
.PT003.DisSnd.Max4,"411071.10",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс4",
.PT003.DisSnd.Max5,"411071.11",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс5",
.PT003.DisSnd.Max6,"411071.12",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс6",
.PT003.DisSnd.Max7,"411071.13",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс7",
.PT003.DisSnd.Min1,"411071.6",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин1",
.PT003.DisSnd.Min2,"411071.5",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин2",
.PT003.DisSnd.Min3,"411071.4",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин3",
.PT003.DisSnd.Min4,"411071.3",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин4",
.PT003.DisSnd.Min5,"411071.2",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин5",
.PT003.DisSnd.Min6,"411071.1",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин6",
.PT003.DisSnd.Min7,"411071.0",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин7",
.PT003.Set.Max1,"411069.7",Boolean,1,R/W,300,,,,,,,,,,"Макс. тех.",
.PT003.Set.Max2,"411069.8",Boolean,1,R/W,300,,,,,,,,,,"Макс. пред.",
.PT003.Set.Max3,"411069.9",Boolean,1,R/W,300,,,,,,,,,,"Макс. пред.",
.PT003.Set.Max4,"411069.10",Boolean,1,R/W,300,,,,,,,,,,"Макс. авар.",
.PT003.Set.Max5,"411069.11",Boolean,1,R/W,300,,,,,,,,,,"Макс. авар.",
.PT003.Set.Max6,"411069.12",Boolean,1,R/W,300,,,,,,,,,,"Макс. авар.",
.PT003.Set.Max7,"411069.13",Boolean,1,R/W,300,,,,,,,,,,"Контроль уставка технолог максимум ",
.PT003.Set.Min1,"411069.6",Boolean,1,R/W,300,,,,,,,,,,"Мин. тех.",
.PT003.Set.Min2,"411069.5",Boolean,1,R/W,300,,,,,,,,,,"Мин. пред.",
.PT003.Set.Min3,"411069.4",Boolean,1,R/W,300,,,,,,,,,,"Мин. пред.",
.PT003.Set.Min4,"411069.3",Boolean,1,R/W,300,,,,,,,,,,"Мин. авар.",
.PT003.Set.Min5,"411069.2",Boolean,1,R/W,300,,,,,,,,,,"Мин. авар.",
.PT003.Set.Min6,"411069.1",Boolean,1,R/W,300,,,,,,,,,,"Мин. авар.",
.PT003.Set.Min7,"411069.0",Boolean,1,R/W,300,,,,,,,,,,"Контроль уставка технолог минимум ",
.PT003.UST.Threshold,"413363",Float,1,R/W,300,,,,,,,,,,"Погрешность канала",
.PT003.UST.Hist,"413361",Float,1,R/W,300,,,,,,,,,,"Гистерезис",
.PT003.UST.KC_Ndiap,"411072",Word,1,R/W,300,,,,,,,,,,"Коэффициент сглаживания и номер диапазона измерений",
.PT003.UST.Max1,"413347",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное технологическое = ~",
.PT003.UST.Max2,"413349",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное предельное = ~",
.PT003.UST.Max3,"413351",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное предельное = ~",
.PT003.UST.Max4,"413353",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное аварийное = ~",
.PT003.UST.Max5,"413355",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное аварийное = ~",
.PT003.UST.Max6,"413357",Float,1,R/W,300,,,,,,,,,,"Установить Значение максимальное аварийное = ~",
.PT003.UST.Max7,"413359",Float,1,R/W,300,,,,,,,,,,"Установить значение технолог. максимум = ~",
.PT003.UST.Min1,"413345",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное технологическое = ~",
.PT003.UST.Min2,"413343",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное предельное = ~",
.PT003.UST.Min3,"413341",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное предельное = ~",
.PT003.UST.Min4,"413339",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное аварийное = ~",
.PT003.UST.Min5,"413337",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное аварийное = ~",
.PT003.UST.Min6,"413335",Float,1,R/W,300,,,,,,,,,,"Установить Значение минимальное аварийное = ~",
.PT003.UST.Min7,"413333",Float,1,R/W,300,,,,,,,,,,"Установить значение технолог. минимум = ~",
.PT003.CodeAD,"436502",Short,1,RO,300,,,,,,,,,,"Значение в кодах АЦП",
.PT003.ImitValue,"462528",Float,1,RO,300,,,,,,,,,,"Значение имитации",
.DG.SCH.TT.EUnits,"404025",Word,1,RO,99999990,,,,,,,,,,"°С",
.DG.SCH.TT.Imit,"404025.7",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
.DG.SCH.TT.ObjName,"404025",Word,1,RO,99999990,,,,,,,,,,"МНС.САР Температура воздуха",
.DG.SCH.TT.ObjNum,"404025",Word,1,RO,99999990,,,,,,,,,,"3",
.DG.SCH.TT.State,"404025",Word,1,RO,300,,,,,,,,,,"TT908",
.DG.SCH.TT.Uncertain,"404025.5",Boolean,1,R/W,300,,,,,,,,,,"Недостоверность",
.DG.SCH.TT.Uncertain_HARD,"404025.6",Boolean,1,R/W,300,,,,,,,,,,"Аппаратная недостоверность",
.DG.SCH.TT.Channels,"404025",Word,1,RO,99999990,,,,,,,,,,"DG.Drop.A5.M1:7",
.DG.SCH.TT.Value,"403005",Float,1,R/W,300,,,,,,,,,,"Значение аналогового параметра",0
.DG.SCH.TT.FieldValue,"432782",Float,1,R/W,300,,,,,,,,,,"Значение аналогового параметра с поля",
.DG.SCH.TT.RawValue,"429657",Float,1,RO,1000,Linear,-50,50,-50,50,,,,,"Значение аналогового параметра (для истории)",
.DG.SCH.TT.Ust.CtrlUst,"411073",Word,1,R/W,300,,,,,,,,,,"Контроль наличия уставок",
.DG.SCH.TT.DisAlm.Max1,"411074.7",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс1",
.DG.SCH.TT.DisAlm.Max2,"411074.8",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс2",
.DG.SCH.TT.DisAlm.Max3,"411074.9",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс3",
.DG.SCH.TT.DisAlm.Max4,"411074.10",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс4",
.DG.SCH.TT.DisAlm.Max5,"411074.11",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс5",
.DG.SCH.TT.DisAlm.Max6,"411074.12",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс6",
.DG.SCH.TT.DisAlm.Max7,"411074.13",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Макс7",
.DG.SCH.TT.DisAlm.Min1,"411074.6",Boolean,1,R/W,300, ,,,,,,,,,"Контроль оперативных сообщений Мин1",
.DG.SCH.TT.DisAlm.Min2,"411074.5",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин2",
.DG.SCH.TT.DisAlm.Min3,"411074.4",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин3",
.DG.SCH.TT.DisAlm.Min4,"411074.3",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин4",
.DG.SCH.TT.DisAlm.Min5,"411074.2",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин5",
.DG.SCH.TT.DisAlm.Min6,"411074.1",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин6",
.DG.SCH.TT.DisAlm.Min7,"411074.0",Boolean,1,R/W,300,,,,,,,,,,"Контроль оперативных сообщений Мин7",
.DG.SCH.TT.DisSnd.Max1,"411075.7",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс1",
.DG.SCH.TT.DisSnd.Max2,"411075.8",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс2",
.DG.SCH.TT.DisSnd.Max3,"411075.9",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс3",
.DG.SCH.TT.DisSnd.Max4,"411075.10",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс4",
.DG.SCH.TT.DisSnd.Max5,"411075.11",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс5",
.DG.SCH.TT.DisSnd.Max6,"411075.12",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс6",
.DG.SCH.TT.DisSnd.Max7,"411075.13",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Макс7",
.DG.SCH.TT.DisSnd.Min1,"411075.6",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин1",
.DG.SCH.TT.DisSnd.Min2,"411075.5",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин2",
.DG.SCH.TT.DisSnd.Min3,"411075.4",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин3",
.DG.SCH.TT.DisSnd.Min4,"411075.3",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин4",
.DG.SCH.TT.DisSnd.Min5,"411075.2",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин5",
.DG.SCH.TT.DisSnd.Min6,"411075.1",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин6",
.DG.SCH.TT.DisSnd.Min7,"411075.0",Boolean,1,R/W,300,,,,,,,,,,"Контроль звуковой сигнализации Мин7",
.DG.SCH.TT.Set.Max1,"411073.7",Boolean,1,R/W,300,,,,,,,,,,"Макс. тех.",
.DG.SCH.TT.Set.Max2,"411073.8",Boolean,1,R/W,300,,,,,,,,,,"Макс. пред.",
.DG.SCH.TT.Set.Max3,"411073.9",Boolean,1,R/W,300,,,,,,,,,,"Макс. пред.",
.DG.SCH.TT.Set.Max4,"411073.10",Boolean,1,R/W,300,,,,,,,,,,"Макс. авар.",
.DG.SCH.TT.Set.Max5,"411073.11",Boolean,1,R/W,300,,,,,,,,,,"Макс. авар.",
.DG.SCH.TT.Set.Max6,"411073.12",Boolean,1,R/W,300,,,,,,,,,,"Макс. авар.",
.DG.SCH.TT.Set.Max7,"411073.13",Boolean,1,R/W,300,,,,,,,,,,"Контроль уставка технолог максимум ",
.DG.SCH.TT.Set.Min1,"411073.6",Boolean,1,R/W,300,,,,,,,,,,"Мин. тех.",
.DG.SCH.TT.Set.Min2,"411073.5",Boolean,1,R/W,300,,,,,,,,,,"Мин. пред.",
.DG.SCH.TT.Set.Min3,"411073.4",Boolean,1,R/W,300,,,,,,,,,,"Мин. пред.",
.DG.SCH.TT.Set.Min4,"411073.3",Boolean,1,R/W,300,,,,,,,,,,"Мин. авар.",
.DG.SCH.TT.Set.Min5,"411073.2",Boolean,1,R/W,300,,,,,,,,,,"Мин. авар.",
.DG.SCH.TT.Set.Min6,"411073.1",Boolean,1,R/W,300,,,,,,,,,,"Мин. авар.",
.DG.SCH.TT.Set.Min7,"411073.0",Boolean,1,R/W,300,,,,,,,,,,"Контроль уставка технолог минимум ",
.DG.SCH.TT.UST.Threshold,"413395",Float,1,R/W,300,,,,,,,,,,"Погрешность канала",
.DG.SCH.TT.UST.Hist,"413393",Float,1,R/W,300,,,,,,,,,,"Гистерезис",
.DG.SCH.TT.UST.KC_Ndiap,"411076",Word,1,R/W,300,,,,,,,,,,"Коэффициент сглаживания и номер диапазона измерений",
