Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"BIK.Fan.MP","401507.13",Boolean,1,RO,300,,,,,,,,,,"Вентилятор - магнитный пускатель включен",
"BIK.Fan.Off","401507.1",Boolean,1,RO,300,,,,,,,,,,"Вентилятор - отключен",
"BIK.Fan.On","401507.0",Boolean,1,RO,300,,,,,,,,,,"Вентилятор - включен",
"BIK.Fan.Osn","401507.4",Boolean,1,RO,300,,,,,,,,,,"Вентилятор - режим работы основной",
"BIK.Fan.Remont","401507.7",Boolean,1,RO,300,,,,,,,,,,"Вентилятор - режим работы ремонт",
"BIK.Fan.Rez","401507.5",Boolean,1,RO,300,,,,,,,,,,"Вентилятор - режим работы резервный",
"BIK.Fan.Ruch","401507.6",Boolean,1,RO,300,,,,,,,,,,"Вентилятор - режим работы ручной",
"BIK.Fan.Starts","401507.2",Boolean,1,RO,300,,,,,,,,,,"Вентилятор - запускается",
"BIK.Fan.Status","401505",Word,1,RO,300,,,,,,,,,,"Вентилятор",
"BIK.Fan.Stops","401507.3",Boolean,1,RO,300,,,,,,,,,,"Вентилятор - отключается",
"BIK.Fan.U","401507.12",Boolean,1,RO,300,,,,,,,,,,"Вентилятор - наличие напряжения в цепях управления",
"BIK.Fan.Fault.iBIK_FanFault.0","404788",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Fan.Fault.iBIK_FanFault.1","404788",Word,1,RO,99999990,,,,,,,,,,"3",
"BIK.Fan.Fault.iBIK_FanFault.Channels","404788",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Fan.Fault.iBIK_FanFault.Imit","404788.7",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Fan.Fault.iBIK_FanFault.Item","404788",Word,1,RO,99999990,,,,,,,,,,"iBIK_FanFault",
"BIK.Fan.Fault.iBIK_FanFault.KZ","404788.3",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Fan.Fault.iBIK_FanFault.NoColor","404788.4",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Fan.Fault.iBIK_FanFault.ObjName","404788",Word,1,RO,99999990,,,,,,,,,,"Вентилятор - неисправен",
"BIK.Fan.Fault.iBIK_FanFault.ObjNum","404788",Word,1,RO,99999990,,,,,,,,,,"509",
"BIK.Fan.Fault.iBIK_FanFault.Obriv","404788.2",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Fan.Fault.iBIK_FanFault.Value","404788.0",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Fan.Mode.iBIK_FanMode.0","404783",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Fan.Mode.iBIK_FanMode.1","404783",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Fan.Mode.iBIK_FanMode.Channels","404783",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Fan.Mode.iBIK_FanMode.Imit","404783.15",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Fan.Mode.iBIK_FanMode.Item","404783",Word,1,RO,99999990,,,,,,,,,,"iBIK_FanMode",
"BIK.Fan.Mode.iBIK_FanMode.KZ","404783.11",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Fan.Mode.iBIK_FanMode.NoColor","404783.12",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Fan.Mode.iBIK_FanMode.ObjName","404783",Word,1,RO,99999990,,,,,,,,,,"Вентилятор - режим",
"BIK.Fan.Mode.iBIK_FanMode.ObjNum","404783",Word,1,RO,99999990,,,,,,,,,,"500",
"BIK.Fan.Mode.iBIK_FanMode.Obriv","404783.10",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Fan.Mode.iBIK_FanMode.Value","404783.8",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Fan.Off.iBIK_FanOff.0","404784",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Fan.Off.iBIK_FanOff.1","404784",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Fan.Off.iBIK_FanOff.Channels","404784",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Fan.Off.iBIK_FanOff.Imit","404784.15",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Fan.Off.iBIK_FanOff.Item","404784",Word,1,RO,99999990,,,,,,,,,,"iBIK_FanOff",
"BIK.Fan.Off.iBIK_FanOff.KZ","404784.11",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Fan.Off.iBIK_FanOff.NoColor","404784.12",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Fan.Off.iBIK_FanOff.ObjName","404784",Word,1,RO,99999990,,,,,,,,,,"Вентилятор - отключен",
"BIK.Fan.Off.iBIK_FanOff.ObjNum","404784",Word,1,RO,99999990,,,,,,,,,,"502",
"BIK.Fan.Off.iBIK_FanOff.Obriv","404784.10",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Fan.Off.iBIK_FanOff.Value","404784.8",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Fan.On.iBIK_FanOn.0","404784",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Fan.On.iBIK_FanOn.1","404784",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Fan.On.iBIK_FanOn.Channels","404784",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Fan.On.iBIK_FanOn.Imit","404784.7",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Fan.On.iBIK_FanOn.Item","404784",Word,1,RO,99999990,,,,,,,,,,"iBIK_FanOn",
"BIK.Fan.On.iBIK_FanOn.KZ","404784.3",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Fan.On.iBIK_FanOn.NoColor","404784.4",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Fan.On.iBIK_FanOn.ObjName","404784",Word,1,RO,99999990,,,,,,,,,,"Вентилятор - включен",
"BIK.Fan.On.iBIK_FanOn.ObjNum","404784",Word,1,RO,99999990,,,,,,,,,,"501",
"BIK.Fan.On.iBIK_FanOn.Obriv","404784.2",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Fan.On.iBIK_FanOn.Value","404784.0",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Fan.Osn.iBIK_FanOsn.0","404786",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Fan.Osn.iBIK_FanOsn.1","404786",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Fan.Osn.iBIK_FanOsn.Channels","404786",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Fan.Osn.iBIK_FanOsn.Imit","404786.7",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Fan.Osn.iBIK_FanOsn.Item","404786",Word,1,RO,99999990,,,,,,,,,,"iBIK_FanOsn",
"BIK.Fan.Osn.iBIK_FanOsn.KZ","404786.3",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Fan.Osn.iBIK_FanOsn.NoColor","404786.4",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Fan.Osn.iBIK_FanOsn.ObjName","404786",Word,1,RO,99999990,,,,,,,,,,"Вентилятор - режим работы основной",
"BIK.Fan.Osn.iBIK_FanOsn.ObjNum","404786",Word,1,RO,99999990,,,,,,,,,,"505",
"BIK.Fan.Osn.iBIK_FanOsn.Obriv","404786.2",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Fan.Osn.iBIK_FanOsn.Value","404786.0",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Fan.Remont.iBIK_FanRemont.0","404787",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Fan.Remont.iBIK_FanRemont.1","404787",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Fan.Remont.iBIK_FanRemont.Channels","404787",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Fan.Remont.iBIK_FanRemont.Imit","404787.15",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Fan.Remont.iBIK_FanRemont.Item","404787",Word,1,RO,99999990,,,,,,,,,,"iBIK_FanRemont",
"BIK.Fan.Remont.iBIK_FanRemont.KZ","404787.11",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Fan.Remont.iBIK_FanRemont.NoColor","404787.12",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Fan.Remont.iBIK_FanRemont.ObjName","404787",Word,1,RO,99999990,,,,,,,,,,"Вентилятор - режим работы ремонт",
"BIK.Fan.Remont.iBIK_FanRemont.ObjNum","404787",Word,1,RO,99999990,,,,,,,,,,"508",
"BIK.Fan.Remont.iBIK_FanRemont.Obriv","404787.10",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Fan.Remont.iBIK_FanRemont.Value","404787.8",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Fan.Rez.iBIK_FanRez.0","404786",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Fan.Rez.iBIK_FanRez.1","404786",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Fan.Rez.iBIK_FanRez.Channels","404786",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Fan.Rez.iBIK_FanRez.Imit","404786.15",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Fan.Rez.iBIK_FanRez.Item","404786",Word,1,RO,99999990,,,,,,,,,,"iBIK_FanRez",
"BIK.Fan.Rez.iBIK_FanRez.KZ","404786.11",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Fan.Rez.iBIK_FanRez.NoColor","404786.12",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Fan.Rez.iBIK_FanRez.ObjName","404786",Word,1,RO,99999990,,,,,,,,,,"Вентилятор - режим работы резервный",
"BIK.Fan.Rez.iBIK_FanRez.ObjNum","404786",Word,1,RO,99999990,,,,,,,,,,"506",
"BIK.Fan.Rez.iBIK_FanRez.Obriv","404786.10",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Fan.Rez.iBIK_FanRez.Value","404786.8",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Fan.Ruch.iBIK_FanRuch.0","404787",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Fan.Ruch.iBIK_FanRuch.1","404787",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Fan.Ruch.iBIK_FanRuch.Channels","404787",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Fan.Ruch.iBIK_FanRuch.Imit","404787.7",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Fan.Ruch.iBIK_FanRuch.Item","404787",Word,1,RO,99999990,,,,,,,,,,"iBIK_FanRuch",
"BIK.Fan.Ruch.iBIK_FanRuch.KZ","404787.3",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Fan.Ruch.iBIK_FanRuch.NoColor","404787.4",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Fan.Ruch.iBIK_FanRuch.ObjName","404787",Word,1,RO,99999990,,,,,,,,,,"Вентилятор - режим работы ручной",
"BIK.Fan.Ruch.iBIK_FanRuch.ObjNum","404787",Word,1,RO,99999990,,,,,,,,,,"507",
"BIK.Fan.Ruch.iBIK_FanRuch.Obriv","404787.2",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Fan.Ruch.iBIK_FanRuch.Value","404787.0",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Fan.Starts.iBIK_FanStarts.0","404785",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Fan.Starts.iBIK_FanStarts.1","404785",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Fan.Starts.iBIK_FanStarts.Channels","404785",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Fan.Starts.iBIK_FanStarts.Imit","404785.7",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Fan.Starts.iBIK_FanStarts.Item","404785",Word,1,RO,99999990,,,,,,,,,,"iBIK_FanStarts",
"BIK.Fan.Starts.iBIK_FanStarts.KZ","404785.3",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Fan.Starts.iBIK_FanStarts.NoColor","404785.4",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Fan.Starts.iBIK_FanStarts.ObjName","404785",Word,1,RO,99999990,,,,,,,,,,"Вентилятор - запускается",
"BIK.Fan.Starts.iBIK_FanStarts.ObjNum","404785",Word,1,RO,99999990,,,,,,,,,,"503",
"BIK.Fan.Starts.iBIK_FanStarts.Obriv","404785.2",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Fan.Starts.iBIK_FanStarts.Value","404785.0",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Fan.Stops.iBIK_FanStops.0","404785",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Fan.Stops.iBIK_FanStops.1","404785",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Fan.Stops.iBIK_FanStops.Channels","404785",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Fan.Stops.iBIK_FanStops.Imit","404785.15",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Fan.Stops.iBIK_FanStops.Item","404785",Word,1,RO,99999990,,,,,,,,,,"iBIK_FanStops",
"BIK.Fan.Stops.iBIK_FanStops.KZ","404785.11",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Fan.Stops.iBIK_FanStops.NoColor","404785.12",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Fan.Stops.iBIK_FanStops.ObjName","404785",Word,1,RO,99999990,,,,,,,,,,"Вентилятор - отключается",
"BIK.Fan.Stops.iBIK_FanStops.ObjNum","404785",Word,1,RO,99999990,,,,,,,,,,"504",
"BIK.Fan.Stops.iBIK_FanStops.Obriv","404785.10",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Fan.Stops.iBIK_FanStops.Value","404785.8",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Fan.U.iBIK_FanU.0","404788",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Fan.U.iBIK_FanU.1","404788",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Fan.U.iBIK_FanU.Channels","404788",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Fan.U.iBIK_FanU.Imit","404788.15",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Fan.U.iBIK_FanU.Item","404788",Word,1,RO,99999990,,,,,,,,,,"iBIK_FanU",
"BIK.Fan.U.iBIK_FanU.KZ","404788.11",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Fan.U.iBIK_FanU.NoColor","404788.12",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Fan.U.iBIK_FanU.ObjName","404788",Word,1,RO,99999990,,,,,,,,,,"Вентилятор - наличие напряжения в цепях управления",
"BIK.Fan.U.iBIK_FanU.ObjNum","404788",Word,1,RO,99999990,,,,,,,,,,"510",
"BIK.Fan.U.iBIK_FanU.Obriv","404788.10",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Fan.U.iBIK_FanU.Value","404788.8",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Flow.Alm","401482.2",Boolean,1,RO,300,,,,,,,,,,"Расход АБ в трубопроводе БИК - аварийное значение",
"BIK.Flow.Imit","401482.7",Boolean,1,RO,300,,,,,,,,,,"Расход АБ в трубопроводе БИК - режим имитации",
"BIK.Flow.Invalid","401482.6",Boolean,1,RO,300,,,,,,,,,,"Расход АБ в трубопроводе БИК - значение недостоверно",
"BIK.Flow.Norm","401482.0",Boolean,1,RO,300,,,,,,,,,,"Расход АБ в трубопроводе БИК - значение в норме",
"BIK.Flow.Warn","401482.1",Boolean,1,RO,300,,,,,,,,,,"Расход АБ в трубопроводе БИК - предельное значение",
"BIK.Gas.H","401352.2",Boolean,1,RO,300,,,,,,,,,,"Предельная загазованность в БИК",
"BIK.Gas.P1","401491",Float,1,RO,1500,,,,,,,,,,"Сигнализатор загазованности (точка 1)",
"BIK.Gas.P2","401493",Float,1,RO,1500,,,,,,,,,,"Сигнализатор загазованности (точка 2)",
"BIK.Gas.H.iBIK_GasH.0","404764",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Gas.H.iBIK_GasH.1","404764",Word,1,RO,99999990,,,,,,,,,,"2",
"BIK.Gas.H.iBIK_GasH.Channels","404764",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Gas.H.iBIK_GasH.Imit","404764.7",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Gas.H.iBIK_GasH.Item","404764",Word,1,RO,99999990,,,,,,,,,,"iBIK_GasH",
"BIK.Gas.H.iBIK_GasH.KZ","404764.3",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Gas.H.iBIK_GasH.NoColor","404764.4",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Gas.H.iBIK_GasH.ObjName","404764",Word,1,RO,99999990,,,,,,,,,,"Предельная загазованность в БИК",
"BIK.Gas.H.iBIK_GasH.ObjNum","404764",Word,1,RO,99999990,,,,,,,,,,"461",
"BIK.Gas.H.iBIK_GasH.Obriv","404764.2",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Gas.H.iBIK_GasH.Value","404764.0",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Gas.P1.Alm","401496.2",Boolean,1,RO,300,,,,,,,,,,"Сигнализатор загазованности (точка 1) - аварийное значение",
"BIK.Gas.P1.Imit","401496.7",Boolean,1,RO,300,,,,,,,,,,"Сигнализатор загазованности (точка 1) - режим имитации",
"BIK.Gas.P1.Invalid","401496.6",Boolean,1,RO,300,,,,,,,,,,"Сигнализатор загазованности (точка 1) - значение недостоверно",
"BIK.Gas.P1.Norm","401496.0",Boolean,1,RO,300,,,,,,,,,,"Сигнализатор загазованности (точка 1) - значение в норме",
"BIK.Gas.P1.Warn","401496.1",Boolean,1,RO,300,,,,,,,,,,"Сигнализатор загазованности (точка 1) - предельное значение",
"BIK.Gas.P2.Alm","401496.10",Boolean,1,RO,300,,,,,,,,,,"Сигнализатор загазованности (точка 2) - аварийное значение",
"BIK.Gas.P2.Imit","401496.15",Boolean,1,RO,300,,,,,,,,,,"Сигнализатор загазованности (точка 2) - режим имитации",
"BIK.Gas.P2.Invalid","401496.14",Boolean,1,RO,300,,,,,,,,,,"Сигнализатор загазованности (точка 2) - значение недостоверно",
"BIK.Gas.P2.Norm","401496.8",Boolean,1,RO,300,,,,,,,,,,"Сигнализатор загазованности (точка 2) - значение в норме",
"BIK.Gas.P2.Warn","401496.9",Boolean,1,RO,300,,,,,,,,,,"Сигнализатор загазованности (точка 2) - предельное значение",
"BIK.Heat.Fault","401504.8",Boolean,1,RO,300,,,,,,,,,,"Обогреватель - неисправен",
"BIK.Heat.Mode","401503",Word,1,RO,300,,,,,,,,,,"Обогреватель - режим",
"BIK.Heat.MP","401504.13",Boolean,1,RO,300,,,,,,,,,,"Обогреватель - магнитный пускатель включен",
"BIK.Heat.Off","401504.1",Boolean,1,RO,300,,,,,,,,,,"Обогреватель - отключен",
"BIK.Heat.On","401504.0",Boolean,1,RO,300,,,,,,,,,,"Обогреватель - включен",
"BIK.Heat.Osn","401504.4",Boolean,1,RO,300,,,,,,,,,,"Обогреватель - режим работы основной",
"BIK.Heat.Remont","401504.7",Boolean,1,RO,300,,,,,,,,,,"Обогреватель - режим работы ремонт",
"BIK.Heat.Rez","401504.5",Boolean,1,RO,300,,,,,,,,,,"Обогреватель - режим работы резервный",
"BIK.Heat.Ruch","401504.6",Boolean,1,RO,300,,,,,,,,,,"Обогреватель - режим работы ручной",
"BIK.Heat.Starts","401504.2",Boolean,1,RO,300,,,,,,,,,,"Обогреватель - запускается",
"BIK.Heat.Status","401502",Word,1,RO,300,,,,,,,,,,"Обогреватель",
"BIK.Heat.Stops","401504.3",Boolean,1,RO,300,,,,,,,,,,"Обогреватель - отключается",
"BIK.Heat.U","401504.12",Boolean,1,RO,300,,,,,,,,,,"Обогреватель - наличие напряжения в цепях управления",
"BIK.Heat.Fault.iBIK_HeatFault.0","404782",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Heat.Fault.iBIK_HeatFault.1","404782",Word,1,RO,99999990,,,,,,,,,,"3",
"BIK.Heat.Fault.iBIK_HeatFault.Channels","404782",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Heat.Fault.iBIK_HeatFault.Imit","404782.15",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Heat.Fault.iBIK_HeatFault.Item","404782",Word,1,RO,99999990,,,,,,,,,,"iBIK_HeatFault",
"BIK.Heat.Fault.iBIK_HeatFault.KZ","404782.11",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Heat.Fault.iBIK_HeatFault.NoColor","404782.12",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Heat.Fault.iBIK_HeatFault.ObjName","404782",Word,1,RO,99999990,,,,,,,,,,"Обогреватель - неисправен",
"BIK.Heat.Fault.iBIK_HeatFault.ObjNum","404782",Word,1,RO,99999990,,,,,,,,,,"498",
"BIK.Heat.Fault.iBIK_HeatFault.Obriv","404782.10",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Heat.Fault.iBIK_HeatFault.Value","404782.8",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Heat.Off.iBIK_HeatOff.0","404779",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Heat.Off.iBIK_HeatOff.1","404779",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Heat.Off.iBIK_HeatOff.Channels","404779",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Heat.Off.iBIK_HeatOff.Imit","404779.7",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Heat.Off.iBIK_HeatOff.Item","404779",Word,1,RO,99999990,,,,,,,,,,"iBIK_HeatOff",
"BIK.Heat.Off.iBIK_HeatOff.KZ","404779.3",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Heat.Off.iBIK_HeatOff.NoColor","404779.4",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Heat.Off.iBIK_HeatOff.ObjName","404779",Word,1,RO,99999990,,,,,,,,,,"Обогреватель - отключен",
"BIK.Heat.Off.iBIK_HeatOff.ObjNum","404779",Word,1,RO,99999990,,,,,,,,,,"491",
"BIK.Heat.Off.iBIK_HeatOff.Obriv","404779.2",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Heat.Off.iBIK_HeatOff.Value","404779.0",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
"BIK.Heat.On.iBIK_HeatOn.0","404778",Word,1,RO,99999990,,,,,,,,,,"0",
"BIK.Heat.On.iBIK_HeatOn.1","404778",Word,1,RO,99999990,,,,,,,,,,"1",
"BIK.Heat.On.iBIK_HeatOn.Channels","404778",Word,1,RO,99999990,,,,,,,,,,"",
"BIK.Heat.On.iBIK_HeatOn.Imit","404778.15",Boolean,1,R/W,300,,,,,,,,,,"Режим Имитация",
"BIK.Heat.On.iBIK_HeatOn.Item","404778",Word,1,RO,99999990,,,,,,,,,,"iBIK_HeatOn",
"BIK.Heat.On.iBIK_HeatOn.KZ","404778.11",Boolean,1,R/W,300,,,,,,,,,,"Короткое замыкание",
"BIK.Heat.On.iBIK_HeatOn.NoColor","404778.12",Boolean,1,R/W,300,,,,,,,,,,"Флаг что не надо красить ДП",
"BIK.Heat.On.iBIK_HeatOn.ObjName","404778",Word,1,RO,99999990,,,,,,,,,,"Обогреватель - включен",
"BIK.Heat.On.iBIK_HeatOn.ObjNum","404778",Word,1,RO,99999990,,,,,,,,,,"490",
"BIK.Heat.On.iBIK_HeatOn.Obriv","404778.10",Boolean,1,R/W,300,,,,,,,,,,"Обрыв",
"BIK.Heat.On.iBIK_HeatOn.Value","404778.8",Boolean,1,R/W,300,,,,,,,,,,"Значение параметра",
